"","n.cores","n.trees","n","n.tot","n.wt","n.bt","rbar.tot","rbar.wt","rbar.bt","c.eff","rbar.eff","eps","snr"
"1",137,137,114,6343,0,6343,0.185,NA,0.185,1,0.185,0.963,25.953
